local_path	repository	commit	license	source_url
fixtures/public/apache-pdfbox/fill-form.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/examples/src/main/resources/org/apache/pdfbox/examples/interactive/form/FillFormField.pdf
fixtures/public/apache-pdfbox/form-complex-1mb.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/pdfbox/src/test/resources/org/apache/pdfbox/pdmodel/interactive/form/PDFBOX-5784.pdf
fixtures/public/apache-pdfbox/embedded-attachment.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/pdfbox/src/test/resources/input/compression/attachment.pdf
fixtures/public/apache-pdfbox/encrypted-preexisting.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/pdfbox/src/test/resources/org/apache/pdfbox/encryption/preEnc_20141025_105451.pdf
fixtures/public/apache-pdfbox/render-demo.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/examples/src/main/resources/org/apache/pdfbox/examples/rendering/custom-render-demo.pdf
fixtures/public/apache-poi/sample-simple.doc	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/document/SampleDoc.doc
fixtures/public/apache-poi/sample-simple.docx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/document/SampleDoc.docx
fixtures/public/apache-poi/embedded-ooxml.doc	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/document/word_with_embeded_ooxml.doc
fixtures/public/apache-poi/complex-2.9mb.docx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/document/saut_page.docx
fixtures/public/apache-poi/sample-simple.xls	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/spreadsheet/Simple.xls
fixtures/public/apache-poi/pivot-table.xlsx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/spreadsheet/ExcelPivotTableSample.xlsx
fixtures/public/apache-poi/conditional-formatting.xls	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/spreadsheet/ConditionalFormattingSamples.xls
fixtures/public/apache-poi/libreoffice-complex.xlsx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/spreadsheet/LIBRE_OFFICE-128382-0.xlsx
fixtures/public/apache-poi/sample-simple.ppt	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/slideshow/SampleShow.ppt
fixtures/public/apache-poi/sample-simple.pptx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/slideshow/SampleShow.pptx
fixtures/public/apache-poi/complex-geometry.ppt	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/slideshow/customGeo.ppt
fixtures/public/apache-poi/keynote-export.pptx	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/slideshow/KEY02.pptx
fixtures/public/libetonyek/keynote-v5.key	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/keynote5-file.key
fixtures/public/libetonyek/keynote-v6.key	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/keynote6-file.key
fixtures/public/libetonyek/numbers-v2.numbers	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/numbers2-file.numbers
fixtures/public/libetonyek/numbers-v3.numbers	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/numbers3-file.numbers
fixtures/public/libetonyek/pages-v4.pages	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/pages4-file.pages
fixtures/public/libetonyek/pages-v5-extra-dir.pages	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/pages5-extra-dir.pages
fixtures/public/libetonyek/pages-v5.pages	LibreOffice/libetonyek	37704aa6ac808fe7f7a14b4515503c3de3bc0dbf	MPL-2.0	https://raw.githubusercontent.com/LibreOffice/libetonyek/37704aa6ac808fe7f7a14b4515503c3de3bc0dbf/src/test/data/pages5-file.pages
fixtures/public/numbers-parser/test-basic.numbers	masaccio/numbers-parser	e64dde7f012c737a9b39204cd98430b955d6962f	MIT	https://raw.githubusercontent.com/masaccio/numbers-parser/e64dde7f012c737a9b39204cd98430b955d6962f/tests/data/test-1.numbers
fixtures/public/numbers-parser/custom-format-stress.numbers	masaccio/numbers-parser	e64dde7f012c737a9b39204cd98430b955d6962f	MIT	https://raw.githubusercontent.com/masaccio/numbers-parser/e64dde7f012c737a9b39204cd98430b955d6962f/tests/data/custom-format-stress.numbers
fixtures/public/numbers-parser/corrupted.numbers	masaccio/numbers-parser	e64dde7f012c737a9b39204cd98430b955d6962f	MIT	https://raw.githubusercontent.com/masaccio/numbers-parser/e64dde7f012c737a9b39204cd98430b955d6962f/tests/data/corrupted.numbers
fixtures/public/apache-pdfbox/password-sample-128bit.pdf	apache/pdfbox	bb678648ac6099e3a42e67954ff3ee4646a1f4e3	Apache-2.0	https://raw.githubusercontent.com/apache/pdfbox/bb678648ac6099e3a42e67954ff3ee4646a1f4e3/pdfbox/src/test/resources/org/apache/pdfbox/encryption/PasswordSample-128bit.pdf
fixtures/public/apache-poi/with-macros.ppt	apache/poi	bbf2e879c36fcd837fd1e7579f9f82cfba88883e	Apache-2.0	https://raw.githubusercontent.com/apache/poi/bbf2e879c36fcd837fd1e7579f9f82cfba88883e/test-data/slideshow/WithMacros.ppt
